sex,age,height,index,amount
1,40,289,319002,285748
1,96,172,205970,613099
0,49,204,150857,871026
1,29,274,816975,602361
1,98,24,874613,520434
0,91,166,555976,987497
0,98,295,324969,740848
1,89,138,583341,32514
0,72,209,74801,497981
1,69,161,934154,267017
0,61,12,748289,393679
0,58,136,999409,92926
1,6,289,498783,313528
1,91,144,616679,115860
1,15,142,882176,856082
1,24,26,927682,626011
1,36,299,967190,978994
0,83,63,919889,636152
0,43,290,35433,873384
1,67,154,994316,65963
1,68,129,10482,117236
1,67,267,426063,771226
0,80,195,69322,850695
1,71,261,20320,949663
1,1,69,938132,889594
0,66,72,550811,971992
0,82,41,841213,792354
1,7,46,571533,398743
1,45,25,548932,889568
1,62,86,85362,45551
0,64,126,442270,996090
0,95,122,622909,98924
0,26,154,451105,997333
0,85,187,495056,436518
0,39,251,633739,500996
1,49,63,153020,566386
0,30,100,951064,147977
0,31,107,340959,416673
1,23,78,525712,131314
0,65,186,177726,203856
0,15,195,261055,839968
1,40,266,74411,206909
1,19,271,449600,524312
1,21,22,660060,245378
1,44,248,5188,200586
1,45,148,189472,660512
0,71,6,123113,26968
0,20,249,197537,562591
1,49,76,746104,827645
0,71,183,625659,656431
0,27,42,270440,544629
1,33,176,58821,457337
1,36,32,567798,176360
0,1,211,714777,177295
0,37,200,254973,769548
0,80,209,917790,974142
1,62,63,349232,466391
0,11,183,507970,823277
1,50,190,236469,212184
0,73,138,271490,126677
0,59,118,756893,12020
0,97,214,151185,998627
1,1,7,59734,115287
1,16,31,187566,47500
1,32,292,353503,9177
1,93,131,953021,575660
1,2,30,800997,449929
0,4,254,338587,990824
0,39,163,835013,327479
1,61,121,667275,802566
0,15,204,285615,878115
1,57,107,732418,749169
0,26,120,696754,555038
1,22,246,622130,151451
1,18,84,622419,736939
0,24,192,30765,192344
0,29,46,153391,527181
1,99,43,224191,158915
1,74,60,712988,152329
0,59,48,633658,960350
0,45,89,922996,445495
0,84,116,339176,742087
1,88,100,578289,562128
1,18,207,277535,802519
0,50,8,303743,239428
1,0,255,771684,936668
1,64,231,962517,172729
1,27,149,457637,475395
1,7,210,732114,127246
1,45,209,306828,508025
1,87,274,643611,664949
1,5,15,368019,491598
1,46,1,857425,730759
0,35,85,417133,9866
1,75,10,784287,444484
0,48,186,385864,900844
1,56,162,638606,584199
1,53,297,233723,567003
1,67,277,165895,121342
0,66,85,204790,941757
0,46,290,535943,458708
0,66,246,378449,78342
0,19,72,614620,488168
1,51,92,715848,388346
1,32,216,523919,28164
1,27,40,280262,345375
1,28,170,784807,29787
0,69,3,312364,913115
1,71,21,80200,808181
0,70,38,645814,457425
0,7,81,794069,265180
0,2,16,282820,108296
0,94,202,17494,655165
0,90,51,584111,28760
1,47,150,871664,18111
0,10,9,193654,415598
1,33,27,20887,657191
0,27,245,958522,252493
0,8,290,113734,132078
0,89,123,948898,416551
1,70,298,157501,970722
1,42,101,890711,616195
0,46,161,615818,207677
1,49,273,742629,680583
1,10,126,433595,32634
1,24,157,233422,860714
0,49,228,783876,399653
1,6,262,375062,376305
1,0,56,500520,371830
1,88,99,950884,887148
1,53,247,781242,102918
1,24,131,202838,358442
0,37,73,162542,172527
1,87,266,522136,187921
0,81,220,528046,50675
1,24,111,837266,657822
0,55,119,916498,456724
0,42,280,448564,826313
0,83,71,210951,452415
1,72,251,862391,921661
0,8,93,430520,157609
1,21,265,946888,700068
1,98,173,660141,920912
1,5,117,735137,98172
0,47,256,649309,382054
0,5,27,793442,923741
0,61,257,565894,204469
0,43,59,233440,874579
0,45,79,830550,136319
0,99,115,814357,749057
1,86,194,543120,380944
1,100,16,273032,644252
0,52,29,342043,798410
1,70,80,755370,122191
1,56,296,627493,398860
1,20,156,293556,909182
0,6,73,169891,568960
0,83,89,113054,554195
0,84,204,548424,712048
0,72,88,623405,239580
1,39,237,312452,869733
0,58,76,394012,699297
1,60,3,199476,314548
1,52,119,980604,677682
1,52,134,584751,860261
0,13,195,780771,289132
0,67,15,502775,273073
1,44,294,738789,807950
1,24,206,182930,117466
0,37,145,50069,971147
1,49,191,290564,345787
0,91,32,240288,192181
1,85,245,391112,311180
1,5,187,626126,291321
1,73,42,763182,391466
0,75,39,664132,974713
0,51,185,970483,205936
0,44,188,700002,463981
0,91,251,300236,130873
1,98,30,436386,178203
1,31,210,654969,187222
1,39,163,674465,947845
0,8,4,70129,544736
1,42,147,438249,156302
0,97,170,26552,307978
0,60,101,499474,319688
1,31,29,561156,413858
1,90,120,262681,795298
1,28,279,786181,917347
1,84,265,285244,837020
1,17,77,250044,511973
0,26,142,448067,123555
0,75,167,678795,970912
1,73,109,672235,98530
0,61,227,840259,108998
1,52,186,931398,106184
1,96,100,306298,568939
0,12,60,160729,859358
1,41,244,293064,788327
0,84,16,743173,887351
1,78,121,114047,261102
0,70,277,127204,386324
1,90,193,958581,281543
0,90,131,552452,124571
0,62,64,838840,260533
1,17,119,463490,439588
1,75,270,298688,474892
0,37,160,391560,535574
1,31,88,410503,290863
1,29,203,575484,533055
0,72,17,238824,120219
0,86,172,43443,709397
1,86,222,489964,425450
0,18,111,297256,200982
0,34,157,496584,399764
0,23,288,702049,842693
0,48,29,252508,130356
0,11,212,349294,643945
1,33,246,542764,989587
1,31,86,359167,282080
1,2,277,2723,930406
1,89,52,975363,209550
1,10,5,550349,637850
0,47,132,54102,876277
0,80,290,226081,225892
1,66,55,278015,300218
0,17,221,533083,608890
1,23,37,283139,286751
1,33,280,183181,466242
0,58,119,410225,813367
1,97,190,444540,376025
0,47,57,944572,383899
0,41,88,977680,201134
0,77,23,80801,481022
1,86,170,562895,607853
0,49,279,217100,598753
0,87,244,335756,833629
0,18,58,543491,373671
1,42,194,315565,368229
1,40,155,158040,31212
1,92,293,994354,729736
1,100,10,115984,88731
1,20,208,968120,307313
1,79,74,267125,536911
0,25,148,349227,10461
1,42,197,553969,781386
0,90,258,235461,162520
0,70,217,157978,730109
0,33,173,420129,463550
1,34,63,558907,952937
1,69,17,145496,516957
0,40,231,144807,886307
0,7,190,265263,194
0,61,268,29520,881038
0,71,75,382953,270833
1,83,189,784627,511208
0,45,61,394163,3715
1,72,3,544148,337871
1,7,187,393536,988907
0,62,160,629289,871720
0,59,297,349781,628847
0,90,49,808240,102965
1,44,121,596959,749945
0,79,42,863292,287879
1,44,58,736385,527221
0,84,169,923214,674433
1,73,33,767263,971096
0,89,133,317718,577190
1,99,221,158815,809970
1,49,78,603036,404889
0,82,204,785431,771036
0,34,9,267909,597853
0,51,81,749991,637450
0,47,82,433569,569692
0,97,215,139895,588155
0,94,74,650406,378690
1,85,20,728587,845461
0,93,101,168335,116238
0,75,90,371115,797922
1,12,244,279337,390861
0,36,19,434730,280107
0,54,134,510492,899618
0,92,206,399720,751052
0,82,79,223617,330105
0,37,178,369068,635607
1,65,60,820832,156456
1,26,219,18402,450994
0,40,48,561822,872075
0,32,264,561675,788981
1,65,124,932871,505204
0,56,293,484319,500073
0,63,73,752593,916173
0,72,245,81539,275070
1,96,278,568960,242120
0,44,130,935375,212002
1,40,114,629171,953831
0,11,133,819259,724811
1,24,48,159362,725653
0,87,54,564321,456571
0,54,90,233445,166356
0,11,148,307915,811176
1,41,280,214070,269013
1,51,12,175314,764164
0,62,159,132431,670704
1,68,35,532396,949981
1,12,250,922894,920370
1,73,288,954585,54703
0,69,32,249556,530122
1,51,192,342564,107195
1,52,139,941064,919646
0,73,149,591589,745636
1,79,238,112779,983839
1,44,128,373844,202283
1,20,165,724748,667393
1,11,155,252687,353932
0,100,189,215493,104110
0,49,238,332987,687894
0,89,232,730374,740554
0,30,167,218453,964773
0,91,276,389131,370795
0,73,71,793408,701560
0,10,81,190921,726655
1,41,144,237817,666948
1,15,166,826462,741
1,63,238,953896,566372
1,6,201,297598,733100
1,37,13,880135,816615
0,34,58,436395,635207
1,73,192,962857,187572
0,82,9,799241,16943
0,72,129,550759,862677
1,90,29,282983,541173
0,5,236,885526,123787
0,57,235,22367,222067
0,60,138,361891,858293
0,76,78,593432,732630
0,64,28,252685,499777
1,11,126,860072,116949
1,62,166,811448,103486
1,99,224,836506,296047
1,34,130,261238,637971
0,19,69,1556,651633
1,87,5,706547,190357
0,92,123,437331,48617
1,94,217,197518,841646
0,95,62,803571,789270
1,70,100,18067,798364
1,66,12,373465,712581
0,64,281,597220,561137
0,32,299,814770,589892
0,54,204,388023,26247
0,5,129,766095,169545
1,90,11,606630,793308
1,28,164,896375,501556
1,100,204,562475,269570
0,91,59,768814,397623
1,75,126,724246,225209
0,13,78,830647,263043
0,93,240,369933,500929
0,30,133,31065,764826
1,52,161,723143,47601
0,79,189,601070,449072
1,99,224,396048,558121
1,1,220,360651,315553
1,26,38,852964,603737
0,69,222,641472,561278
0,68,181,164348,984048
0,10,186,107229,197823
0,16,153,388923,29755
1,37,230,475444,107632
1,12,44,115356,81869
1,51,29,72594,777795
0,40,277,949767,225678
0,77,254,116666,546919
1,100,89,936035,457158
1,63,76,806374,287175
1,61,58,503509,463173
0,81,122,969760,22351
0,3,285,262777,225408
1,56,248,360084,160705
1,18,144,152775,704653
1,72,172,408457,82879
1,32,80,261439,173079
0,55,121,461689,80473
1,82,127,526991,516947
0,24,67,63943,309857
1,70,198,870455,864601
1,30,224,337851,906291
0,44,291,228121,590887
1,12,146,318976,32814
0,41,272,661683,391913
0,12,146,910597,243767
1,57,185,8240,834084
1,29,128,669107,32939
0,50,1,10937,778333
0,15,231,809306,80794
1,11,26,511722,619048
0,3,24,755946,23613
0,10,97,75682,387870
1,57,144,257695,835316
0,28,227,437507,948968
1,73,31,166836,998257
1,94,56,530523,962711
0,49,166,585296,729630
1,33,218,799274,725755
0,56,267,656382,875087
0,39,70,960732,681130
0,4,253,534910,503496
0,0,273,851837,158664
1,2,133,20841,570631
1,82,7,449126,414584
1,16,124,277281,921824
1,92,122,309461,173108
0,38,275,96365,951172
1,76,183,545793,388545
0,31,9,689147,610918
0,47,263,236330,23581
1,9,31,807132,104368
0,74,197,344188,530307
1,80,280,888022,846381
0,73,185,899600,716276
0,96,92,963307,996427
0,35,115,121215,558983
0,34,102,236541,136633
0,23,188,808142,262465
0,7,130,718752,204791
0,95,288,20010,971186
1,72,84,941663,588048
0,66,111,216515,540731
0,9,110,136748,797700
1,12,145,737802,598928
0,36,196,548446,187894
0,18,49,849381,641383
0,13,104,741051,118181
0,3,166,519149,372684
1,29,209,255137,981340
0,33,35,354538,328209
1,43,67,40451,161538
0,19,286,561428,628474
0,52,125,768067,654727
0,23,185,214333,484979
0,63,72,165473,695934
0,11,255,18246,89731
1,20,177,68359,864047
0,12,89,185543,549114
1,18,95,854951,249519
0,70,262,720643,340951
1,83,113,131744,420959
0,17,30,729392,20105
0,51,258,32431,945784
0,94,124,980781,35741
0,82,45,827430,788393
0,44,30,337511,375290
0,7,53,252887,642094
1,65,160,354930,913280
1,21,46,535232,389109
1,69,241,118876,491991
0,94,190,245965,391176
1,26,194,807486,369916
0,86,201,873866,591958
1,4,216,938262,339033
0,94,205,602527,924266
0,39,188,453438,928526
1,8,26,381195,320048
0,89,156,908997,381238
1,70,51,851115,847836
0,28,262,144294,325336
1,74,80,402131,542510
0,60,131,733926,187343
0,9,249,364792,451961
1,42,193,429803,587785
0,43,119,358778,249659
0,1,189,136167,837056
1,94,102,587380,845734
0,89,254,18404,521944
0,29,165,240764,725953
0,81,96,142556,28898
1,56,263,272059,714613
0,93,85,648046,587056
1,49,21,731182,717572
1,65,69,761877,169963
0,56,260,397967,121252
1,8,295,711009,195298
0,71,54,354632,898236
0,43,94,802939,371582
1,31,135,882861,149859
1,74,4,213838,457503
0,86,238,527211,653264
0,21,101,594301,21145
0,24,210,558753,401071
1,80,258,503137,14536
1,17,141,232594,790609
1,99,205,378886,41299
0,40,119,477946,709476
0,70,281,61453,557812
0,24,30,804609,57647
0,70,156,243029,226583
1,98,73,254155,318308
0,40,179,952610,927547
0,87,38,249015,449797
0,27,287,604217,97288
0,89,250,389023,38954
1,54,267,993834,575915
1,80,132,606482,425395
1,77,291,275219,879206
0,17,135,602316,249909
1,56,3,423251,157808
0,99,237,573609,490938
0,11,50,44372,265138
0,90,145,712520,637855
1,93,31,86107,914160
1,96,197,446915,845234
0,39,40,504436,38633
1,44,263,541726,665518
1,35,158,299126,298823
1,32,76,687806,331399
0,9,142,622412,596518
0,16,59,115009,886814
0,20,293,485117,934451
1,89,76,39686,432954
1,18,224,200385,822969
0,44,111,964335,19100
1,41,288,450332,551311
1,15,11,63160,462787
1,7,201,99064,80919
1,33,254,322370,472505
1,43,152,299816,833089
0,19,251,448161,239160
0,98,148,756800,733770
1,90,94,884599,753479
1,10,96,388780,45229
1,7,89,254149,990857
1,92,218,642373,539508
0,21,95,478825,2589
1,43,19,48852,732144
0,45,214,813287,807282
1,3,32,121084,6952
0,55,268,622405,536949
1,18,34,484703,453871
1,12,164,922957,562829
1,49,105,678664,392372
0,40,265,58643,552275
0,91,42,150293,715532
1,82,190,335531,486998
0,56,170,777687,251500
1,20,156,626564,258917
1,71,241,895150,726036
0,39,238,631729,110783
0,13,4,570886,763959
0,56,275,60105,194550
1,79,70,811815,370665
0,59,21,777716,87137
0,9,48,457885,688103
1,81,155,10487,993905
1,72,13,435778,656071
1,82,93,242250,330506
1,88,219,941477,704817
0,93,6,243329,494230
0,81,255,423955,550197
0,33,147,57919,150294
0,63,296,813483,729570
0,22,12,881913,608721
0,5,109,667849,659820
1,25,150,370781,846537
0,63,293,492526,877762
0,4,244,490490,340705
1,34,63,882948,861852
1,92,201,288213,956369
0,32,256,390150,475679
1,67,106,310280,113456
1,64,118,372114,207541
1,55,129,236626,929581
0,22,272,627382,181488
1,27,233,519707,756078
1,81,177,596634,806206
1,33,181,134776,89713
1,46,10,335687,230477
0,53,173,88084,438852
1,60,104,619367,357078
1,100,203,919976,593487
1,57,166,771337,373768
0,6,212,116000,767545
0,4,276,646131,288910
0,28,70,934185,912614
0,47,197,528460,10449
1,67,160,261861,110606
1,60,296,110499,447679
1,49,212,938664,117149
1,18,298,230020,404436
1,63,147,582803,206043
1,93,89,239811,663941
1,14,87,764810,80777
0,63,42,60944,110589
0,78,171,269757,434292
1,61,181,383604,899411
1,26,46,455923,496508
0,95,224,228570,292598
1,34,194,339066,296680
1,27,68,147656,93609
0,20,10,258825,193040
0,100,186,554579,718492
1,67,222,24612,130161
0,89,290,449613,658806
0,43,78,352398,816363
0,19,71,598975,147902
1,29,117,519740,105661
1,22,165,400774,537703
1,59,243,429379,873665
0,40,63,255617,552658
0,27,198,772040,830251
0,58,177,122393,635439
1,79,144,503674,358769
0,54,291,164272,856951
0,75,92,386441,837892
0,14,113,540773,8342
1,73,252,988237,360804
0,62,239,501454,771827
0,44,81,50807,947370
1,47,81,319985,100619
1,90,217,233940,388792
1,76,40,76203,195219
0,25,242,565464,939940
0,46,159,795815,36004
1,63,194,919400,729784
0,6,282,650720,698777
1,41,13,951472,156766
1,17,205,708752,401456
0,11,143,491979,164226
1,32,10,580329,311358
1,70,294,867681,334317
0,91,133,25308,197075
1,22,40,243254,470142
0,11,55,906647,300435
0,87,172,3515,22238
1,77,192,802857,263306
0,15,80,465280,250928
1,97,284,437044,744856
0,18,170,787992,495945
1,93,98,362217,410406
1,8,51,788527,744851
0,33,152,468939,218521
0,41,97,354938,909288
0,13,225,162515,865350
1,76,126,680632,108111
0,81,270,520991,150034
0,62,130,983302,207895
1,83,145,394333,179909
1,8,156,124350,883162
1,74,40,52270,217406
0,4,177,656084,264048
1,2,123,403907,769036
0,34,218,960010,68932
1,40,137,651966,670685
0,86,26,249450,879679
0,51,117,72529,723391
0,66,95,142706,839869
1,11,215,899688,194982
1,90,161,947173,588677
1,5,27,716726,618752
1,65,185,973222,613376
0,86,222,321634,319466
1,92,166,236725,967808
0,27,40,46632,380946
1,82,1,350266,264900
0,71,247,313473,367652
1,29,225,368086,185556
1,79,158,366278,501452
0,96,204,697678,731209
1,72,63,77952,625198
0,42,297,828452,945440
0,94,291,861673,59559
0,68,175,934882,621222
1,68,64,918064,415328
0,74,89,598653,143139
0,30,251,523879,809721
0,22,268,838211,601017
0,83,296,35090,281626
1,35,60,494716,891818
1,5,207,415122,404670
0,64,206,242585,43441
1,25,265,382877,831392
0,21,6,426254,710255
1,45,216,710324,912562
1,6,16,457256,191132
1,71,272,382196,266501
0,28,195,706521,916575
1,33,153,406347,588287
1,70,157,694464,523198
1,49,243,297435,514848
1,78,53,973715,709923
1,29,193,112142,464251
0,22,75,474259,710638
0,69,151,674518,657380
1,0,160,278613,397215
1,70,6,606585,33247
0,30,295,791897,35851
0,85,189,970856,78933
1,93,250,420420,396645
0,15,297,783591,772109
0,98,153,567596,739214
0,86,214,376451,340494
1,69,282,361498,97047
1,21,157,630100,803901
0,51,85,897709,827604
0,91,267,595816,821815
1,22,54,553791,961757
0,47,89,760576,741470
0,57,213,540731,834846
1,90,172,659582,693022
1,18,279,211704,275393
1,22,146,796095,82316
0,64,266,300581,365718
0,93,263,44310,615390
1,55,129,625308,611600
0,17,250,771627,109449
0,87,295,112796,30921
1,78,29,735559,587907
1,13,115,727603,333223
0,35,107,180825,797023
0,44,37,15236,141175
1,49,72,461891,335886
1,67,106,872083,847902
1,48,232,243326,904460
0,70,187,490615,755944
1,28,222,707296,330842
1,20,86,205308,699027
0,61,154,89341,869833
0,47,221,512667,484395
0,5,150,605508,669303
0,56,184,840325,964335
1,12,181,189701,192970
0,51,34,496300,34555
0,95,0,392089,784854
1,3,217,115858,769986
1,4,204,429389,289214
0,36,242,824937,838611
1,44,42,931473,684656
1,22,264,943095,206039
0,43,20,343307,539275
0,42,275,237734,823609
1,96,153,184845,472880
1,9,190,13566,280724
0,76,68,966609,351457
0,47,66,298804,308042
0,79,80,152313,687886
1,97,247,453,725591
0,63,45,65134,635141
0,63,136,339554,135379
0,88,105,566347,719145
1,12,109,118016,518195
1,15,109,837447,138651
1,10,237,65784,52095
1,48,120,27180,609831
1,53,84,359662,462522
0,45,135,959187,240428
0,32,226,471638,332707
1,7,180,669029,102113
1,7,224,952163,763816
0,69,51,768581,424854
0,24,229,434893,464434
0,36,158,675179,88768
1,34,80,566585,586654
0,6,32,37917,470201
1,24,84,109156,455742
0,1,271,770461,331725
1,83,226,241898,220397
1,0,194,993351,948593
1,42,3,827673,89428
0,94,172,782826,123286
1,75,70,611583,833545
0,78,280,408000,9832
1,78,80,975438,277969
0,53,251,997953,149058
0,0,21,615756,211403
1,71,233,716299,48243
1,15,131,256038,188801
1,41,163,77463,860870
0,31,129,79393,697986
0,37,210,855518,585310
1,96,265,184450,291470
1,77,181,907834,209906
0,97,260,917172,478050
1,66,60,119419,999668
0,30,201,764644,691626
0,80,131,505561,553324
0,60,68,129252,80733
1,41,46,579342,462709
0,77,96,565321,989260
1,0,290,58633,331734
1,64,238,719942,141732
0,4,111,387021,387245
0,10,203,604550,712203
0,87,33,330146,550783
0,97,223,765111,317541
1,71,190,632505,864399
0,75,269,785139,531202
0,19,43,464347,50824
1,74,115,327743,173072
1,80,169,350697,665420
1,23,213,394191,741322
0,94,97,616697,686265
0,67,10,656403,500192
1,15,247,644879,320491
0,80,104,10919,724771
1,71,12,843399,280731
0,68,122,906906,619708
0,86,36,430089,620765
1,39,240,214741,676402
1,54,155,914426,363233
1,31,128,217483,509461
1,15,128,939741,778425
1,76,61,570849,867060
0,29,226,256560,940283
0,26,245,489687,688536
0,36,111,428022,947589
1,8,156,346053,675361
1,32,176,148552,325645
1,40,11,157752,508001
1,53,157,265064,680350
1,45,261,209418,111112
1,38,279,33923,17198
0,4,216,897659,103014
0,47,126,171981,638199
0,64,50,406893,414229
1,49,114,374558,587727
0,88,123,191525,926962
1,7,215,205988,475544
1,67,285,162227,713273
1,19,134,124741,94329
1,7,276,803150,51582
1,72,194,234117,566732
0,50,211,257229,100915
0,5,175,655620,251419
1,68,40,260626,801419
1,39,18,326330,225330
1,61,98,836831,838520
0,36,158,393621,330170
0,28,265,571504,566585
1,58,162,176726,608679
0,54,102,703911,75643
1,42,189,384400,510614
0,96,260,910621,979489
1,48,79,706039,73238
0,80,232,631283,958144
1,4,215,953559,202439
1,99,173,951746,15347
1,6,196,581691,208275
1,74,103,334867,240828
0,41,238,496303,9013
1,89,107,545976,73981
1,71,81,219088,669310
0,22,37,603219,741538
0,5,300,387821,718757
0,26,214,788963,605136
0,89,114,77778,508054
0,7,206,638562,708099
0,70,101,573973,561938
1,52,11,6737,901682
1,72,271,201092,578382
0,26,256,181016,534349
0,83,106,248486,121835
0,26,206,188427,295937
1,36,94,301881,445775
0,7,182,552701,106374
0,66,34,90419,816444
1,12,51,52964,232246
1,30,170,902625,607578
0,5,156,262008,149394
0,100,133,865530,762790
1,69,36,297215,402504
0,29,76,709821,699881
0,4,299,331207,624522
0,100,137,564619,218773
0,72,63,15534,997858
1,4,136,266324,830761
1,94,273,577842,792921
1,15,211,616294,419221
0,80,7,774488,869444
0,90,58,373121,273344
0,9,118,821562,699981
1,89,200,83600,784711
1,24,242,918782,152789
1,82,72,459102,333577
1,53,197,100630,777225
0,79,120,965359,505444
0,22,280,368134,85446
0,48,132,865830,70736
1,78,268,337712,310263
0,14,176,177126,888378
1,41,122,519692,889461
0,44,61,498938,85700
1,85,105,563041,964123
0,9,286,182365,442916
1,36,273,286809,110433
1,83,81,110758,419741
1,10,95,409947,787397
0,43,251,365807,277980
1,25,252,218278,833644
0,18,32,76535,638028
0,37,94,611287,142569
0,20,12,464638,215012
1,34,105,214920,390400
0,88,38,670153,253604
0,66,283,498292,432044
1,34,141,923019,704467
0,66,0,767990,483073
1,17,96,6435,712134
0,33,185,540062,157626
0,15,24,652492,207330
0,56,42,762764,196104
0,38,216,811494,145396
1,9,236,927194,217512
0,56,44,65792,109741
0,19,218,457858,560793
0,79,189,166026,71291
0,53,199,94052,956111
0,76,279,482184,631887
1,58,247,532915,557017
1,98,5,141018,293262
0,20,107,347128,361473
0,10,255,202021,26099
0,83,64,906922,357652
1,93,1,330222,321526
0,55,25,882078,274686
1,13,293,837375,395895
1,22,146,192768,927887
1,16,92,547422,599518
0,14,204,648871,941931
0,59,153,550045,142006
1,86,172,971507,128630
1,41,266,852552,590457
0,48,64,438107,71274
1,12,182,867269,884961
1,15,1,917994,934517
0,5,239,848162,722366
0,53,70,520442,174264
1,31,166,163544,102847
0,46,124,196471,649383
0,35,164,490573,361705
0,27,70,403205,69053
0,99,249,452328,874349
1,42,111,197516,353055
1,2,82,961275,408010
1,82,29,775310,712362
0,94,294,29629,295042
1,23,103,659570,101308
0,66,6,275254,127463
1,10,266,387512,81172
1,58,181,405241,396353
1,23,126,878328,922129
1,4,167,994804,961372
1,82,290,900770,968205
0,47,167,70779,644357
1,31,109,7983,583148
1,97,187,705510,102074
1,8,289,685947,179233
0,81,277,347965,194185
1,69,97,32533,87651
1,89,25,817653,842960
1,24,197,740192,808865
0,51,205,475447,391517
0,78,250,872856,849913
0,33,48,376560,538760
1,70,289,950820,535831
0,79,182,47127,715291
0,94,178,349394,140245
0,17,255,738288,901858
1,59,153,288807,695126
1,45,294,927468,780142
0,44,52,511302,704742
0,4,109,61521,64449
0,26,267,296471,149208
1,17,27,455833,674830
1,75,178,942860,356552
0,83,71,100784,258076
0,2,2,518976,490937
0,81,131,629859,393009
1,10,61,151977,515146
1,42,78,89241,103527
1,86,185,327628,320683
1,14,182,118424,183259
1,12,286,35856,46453
1,6,165,881355,385423
1,40,77,197305,362937
1,64,135,374290,337003
0,98,144,504649,18993
1,29,100,190523,806624
1,42,244,538364,125276
1,47,278,775908,716604
1,84,151,269018,891519
1,75,263,366778,402282
1,44,31,931725,42675
1,10,75,261746,383123
0,78,151,98801,902347
0,84,227,865655,665706
0,83,241,396351,925886
1,94,289,561289,323902
0,61,46,588589,944703
1,99,14,94047,69356
0,79,54,49884,383865
0,54,173,503445,471393
0,31,39,778794,808510
1,49,99,295057,396383
0,33,183,618386,72800
0,67,243,458911,356925
1,100,82,374158,942927
1,64,7,656224,678016
1,87,145,817050,840596
1,77,123,365123,263912
1,96,228,338137,258509
0,75,112,706771,6946
0,51,151,468350,264093
0,65,90,529870,765377
1,11,155,337457,813492
1,47,82,733049,727041
1,83,3,460274,204104
1,98,200,844094,76140
0,96,268,99678,607574
1,19,133,672121,274223
0,97,84,910831,381597
1,76,165,512109,164847
0,87,159,630616,760994
0,84,59,603036,584665
1,9,93,702226,873112
1,43,278,867891,601286
0,2,184,627355,868826
0,21,240,158692,127799
0,21,177,965577,574282
0,7,123,959332,514210
0,20,87,174433,877473
0,40,233,224437,203081
1,29,286,615559,353023
1,24,196,551422,827045
1,69,113,124825,55729
1,0,107,227332,289418
1,98,133,971697,895118
0,5,41,952671,445543
0,8,233,508666,23250
0,92,88,710730,454377
0,11,177,670763,432769
0,97,139,639391,284816
1,13,25,959022,278661
1,59,290,182581,882210
0,73,272,209170,376502
1,77,230,991754,766920
0,65,166,610803,308510
1,40,188,869175,586813
1,29,112,175383,370757
1,58,121,187992,135015
0,61,296,608925,875223
0,100,263,510746,615189
0,77,14,217622,978185
0,23,198,351362,839013
0,70,232,315183,32440
0,3,173,937995,199490
0,66,235,590501,598370
1,10,72,530629,319285
0,58,15,912567,653078
1,4,218,36801,921320
0,18,123,372114,341413
1,11,223,561922,286544
0,36,199,723377,907847
1,13,53,592206,186148
1,28,84,924633,72764
1,28,11,772484,343181
0,63,51,551885,578446
0,87,151,505021,232499
1,77,55,411772,825835
1,53,202,557834,340690
1,15,125,448562,299887
1,9,38,5541,213210
1,78,54,995493,896484
1,45,249,405335,622959
1,30,293,635660,630653
1,89,209,979101,507669
1,24,19,776656,593564
1,76,176,203192,229395
0,64,232,787517,380483
1,41,297,177025,738153
1,23,95,149818,800957
0,9,57,689622,308752
0,17,131,142737,978547
1,20,10,6247,374749
1,10,142,580779,538109
0,1,244,152114,735300
1,87,121,365463,218020
1,74,286,642217,471728
1,89,250,945936,987226
0,56,261,42891,990283
1,71,96,889739,453478
1,97,82,502053,981533
1,78,205,975794,871080
1,81,167,829225,188142
1,75,145,931941,113129
0,48,298,814370,112870
0,23,227,622436,749694
0,37,1,581657,133274
1,38,6,169498,368761
1,89,68,876358,702439
1,6,240,811243,826437
1,44,70,264071,489276
0,33,225,773344,363115
1,65,99,833707,647404
1,1,289,937847,950391
0,6,258,421885,153493
0,28,94,772784,587395
1,83,234,645884,323392
1,51,252,73960,765364
0,11,32,688871,607911
1,83,271,39361,200644
0,21,251,940493,798128
0,98,212,972304,788349
0,37,35,458480,977778
0,37,216,456475,22666
0,82,208,516742,8591
0,63,87,398833,889555
1,21,78,121113,519795
1,74,8,646952,219814
0,54,82,897642,696967
0,16,57,475496,438559
1,4,229,1832,735341
0,62,106,512599,895382
1,9,234,865030,823123
0,45,197,412047,53089
0,97,6,877575,766652
1,81,43,782885,417698
1,48,107,257643,194873
1,35,98,769118,806041
1,61,111,866268,602998
1,7,213,191014,16215
1,25,68,247983,848365
1,10,131,458225,249018
1,50,143,490186,156493
1,1,40,10251,685129
0,25,21,363271,441220
0,12,76,659707,728268
1,49,88,671825,943748
0,69,199,253493,603165
1,81,130,364907,476757
0,43,298,417812,667798
0,65,37,759589,536355
1,81,258,943238,56782
1,55,127,222050,691391
0,81,100,647255,113256
0,35,154,336758,712584
1,57,206,63266,319222
1,21,140,751749,483264
0,90,136,735491,486928
0,61,45,226424,638770
0,51,45,283414,265922
0,85,193,910399,696129
0,24,18,413064,717452
1,42,104,70340,682555
0,91,51,81879,627202
1,92,229,536137,22733
0,52,256,252032,877970
1,14,70,905611,118569
1,6,282,223211,482397
0,49,299,145908,451079
1,86,128,121204,209104
1,98,98,193651,730713
0,5,257,284224,476640
0,14,11,722929,547736
1,88,23,705340,451212
1,36,13,742055,186899
