sex,age,height,index,amount
0,49,274,607509,498515
1,86,203,66358,915805
0,37,111,656537,152335
0,45,229,330443,442223
0,69,244,993972,144666
0,31,58,227668,569135
1,85,249,647249,414094
0,87,97,729635,360564
0,78,50,345321,953171
1,55,35,502238,63716
0,3,115,95271,631734
1,55,59,765277,543966
0,62,193,357018,750383
1,89,88,450110,260942
0,25,117,594208,151084
0,35,261,73569,104308
0,99,153,322497,155578
1,79,60,813608,299643
1,4,294,484616,592697
0,99,235,714107,610481
0,68,280,635471,159033
1,32,101,599413,177424
0,25,130,745130,592438
1,42,260,144287,65012
0,49,135,717700,601241
0,12,291,689159,680277
1,85,144,43243,23437
0,88,6,871678,787255
0,28,72,718231,300474
1,92,187,429474,69986
1,76,57,398988,541188
1,60,28,891688,754628
0,53,75,363853,391609
0,21,253,75459,244756
1,45,35,430109,998332
1,90,71,782489,410981
0,41,178,66324,903311
1,89,181,5210,791030
0,26,292,653993,213052
0,62,93,365310,500418
0,43,129,454782,541505
1,7,183,432897,515708
1,14,187,527478,988199
1,34,100,632665,702601
0,7,24,798637,820900
1,95,215,262544,871516
1,22,135,680151,611092
0,92,236,361834,725190
1,90,256,631863,595628
0,85,23,366172,26696
0,39,39,101066,583899
0,38,75,717561,362118
1,2,215,542595,813599
1,74,43,70366,68119
0,89,10,555533,114174
1,8,12,790278,515739
1,56,210,842205,321850
1,84,208,805255,206073
0,100,124,912630,873323
0,63,241,95907,242801
0,37,52,539393,21664
0,86,181,463900,451418
1,90,71,704409,969068
0,68,109,890403,700109
1,79,224,181217,256028
1,83,65,886810,386978
1,14,142,73825,238615
0,11,132,91232,754313
0,53,99,220847,421011
1,64,99,108202,439244
0,42,41,436834,949527
1,67,145,991379,479365
1,99,244,381709,512584
1,52,181,869744,802759
1,95,226,727436,180931
0,78,163,281688,725266
0,15,18,389627,86740
1,86,102,686651,774845
1,22,125,155795,657721
0,44,172,955976,803098
1,20,202,330103,161151
1,17,112,419007,909785
0,97,83,786879,792855
1,65,68,790620,234059
1,3,220,868136,925813
0,99,90,173048,883584
0,88,280,567563,900802
0,58,229,198003,846048
1,40,113,925785,674580
0,29,1,767595,65645
1,30,155,399230,745626
1,99,143,602282,916680
0,41,118,459939,737281
0,22,154,580384,517150
0,76,69,649111,438520
0,52,222,816988,333694
1,56,203,205017,117737
1,25,297,199084,119219
1,63,284,963084,63910
0,15,286,939391,327682
0,70,79,665695,334527
0,79,204,152985,534295
1,28,254,419601,836959
0,64,205,536896,660147
1,36,289,387808,735466
1,43,95,616616,241765
1,92,194,80761,225690
1,93,32,89075,386134
0,69,260,377907,456887
1,3,219,71028,568022
0,4,9,318630,737161
1,100,126,692473,582917
0,78,259,272048,129573
0,10,170,652182,54847
0,30,6,340616,222621
0,79,143,768822,984746
1,91,15,46315,91048
1,83,122,567616,484731
0,75,130,908606,256335
0,69,244,122661,442805
1,63,202,548471,571402
0,30,263,717809,943763
0,68,225,978757,342271
1,77,191,246560,751350
0,99,222,404775,918778
1,80,10,214869,972830
1,12,84,523358,590753
0,42,227,801923,842926
1,85,106,902054,868992
1,63,91,254551,107491
0,32,51,868869,569840
0,88,41,4360,766715
0,45,0,565961,997086
1,97,294,929789,658618
1,22,284,874302,868176
0,25,174,620266,882886
0,74,203,513000,785501
0,40,111,572499,954885
0,40,21,496840,588100
0,72,103,695694,151198
1,10,29,75938,968239
1,20,182,226038,861058
0,34,110,34947,310688
1,100,138,388546,295488
0,35,106,975533,142806
0,52,214,129033,94300
0,43,162,407978,543359
1,53,152,981316,920710
0,88,202,938659,996827
1,5,130,920104,333689
1,15,92,739610,11537
0,56,131,69005,609747
0,3,149,89939,570007
1,20,263,277161,241752
0,96,223,285116,996301
0,9,23,480157,873478
0,36,124,558837,283734
1,86,122,697757,299615
1,46,34,343385,316074
1,74,250,266748,768953
1,18,137,396726,247762
0,25,96,428967,16576
1,89,91,603310,350554
0,70,243,293304,452151
1,59,232,851490,664969
0,36,150,504401,327206
0,20,131,854858,548188
1,49,114,515368,715323
0,66,53,427996,3609
0,2,265,68235,920672
0,86,83,380593,696691
0,36,98,758232,929557
0,4,203,788315,200461
1,39,26,2068,369616
1,45,242,111769,933959
1,57,108,216038,296107
0,63,24,841968,537027
1,92,20,117344,838468
1,81,195,258523,136779
0,74,167,302513,696826
1,56,175,311803,233800
1,82,155,36532,973856
1,81,178,962817,361612
1,68,114,922538,764409
1,60,272,9460,263628
0,88,163,5913,41741
0,31,33,478640,262018
0,12,125,514862,98205
1,19,186,921777,884416
0,89,135,871911,605765
0,69,56,695381,171942
1,50,217,652456,244575
0,16,198,587711,581724
1,57,105,604569,724795
1,99,20,301494,779236
1,87,234,798765,870879
1,50,8,17304,517515
1,12,105,52204,852225
0,91,192,944516,353920
0,38,237,830147,502859
1,17,281,350797,380593
0,53,178,817015,776444
0,5,129,209911,488689
0,5,3,908742,565115
1,4,5,118154,503301
0,25,32,505854,512449
1,18,153,594367,619853
1,44,3,93638,894238
0,44,287,375473,408846
0,47,87,792289,761090
1,18,236,708409,405776
0,56,274,313918,447542
0,99,235,892872,941629
1,41,185,456754,13869
0,81,192,890693,128783
1,79,229,353200,438614
1,73,88,789851,733466
0,38,78,97252,443244
0,27,11,756995,881095
0,5,237,590742,540169
0,22,155,491690,923085
0,8,160,770528,759166
1,66,5,973326,664732
1,60,97,88144,316282
1,37,100,585420,468600
0,54,140,377849,652166
0,48,51,160905,115531
0,21,151,859931,860712
1,73,34,653388,924964
0,26,278,870849,855788
0,71,102,548239,498269
0,20,76,961445,750852
1,24,66,661564,565847
0,56,57,882633,773069
1,81,74,85521,88144
0,20,300,907153,859752
0,32,30,267920,661213
0,38,219,963237,635082
1,23,38,296187,873141
1,9,234,165948,222429
0,46,64,889240,727891
1,95,121,82117,276460
0,82,153,594158,262478
0,25,247,694412,737113
0,10,160,69293,822513
1,32,24,195617,319364
0,7,199,22843,998312
0,19,196,434024,924290
1,58,28,233026,16745
1,78,176,504747,939023
0,93,43,168791,286058
0,78,187,396367,168514
1,99,234,882175,228890
1,89,252,766909,716593
1,70,285,700938,157182
0,69,283,466487,270864
1,33,28,535750,108387
1,73,227,378666,362123
1,93,133,560784,686772
1,98,11,171092,952767
1,68,218,981719,218359
1,16,234,823486,258010
0,24,106,256540,147193
0,53,123,640030,322421
1,93,133,878739,774609
0,45,281,146773,881526
0,34,293,211097,592862
0,97,147,644379,541037
0,72,300,289335,659324
0,74,124,529649,224986
0,7,249,727792,345009
1,9,164,632428,387939
1,92,68,226791,800745
0,95,78,727343,409530
1,33,126,513426,324550
0,0,273,660311,648370
1,21,145,246955,263703
1,25,221,238847,800479
1,1,113,702372,42926
0,65,154,708174,538821
0,92,269,553762,677694
0,95,122,406766,971603
0,89,216,2663,96084
1,45,291,979685,345900
1,43,137,854471,504080
0,72,94,514837,649318
1,95,134,494782,580414
0,45,128,111559,923244
0,44,258,638598,942528
0,62,293,137640,457787
0,89,105,573276,915428
1,3,264,274247,722272
0,35,260,290349,623801
0,11,152,890906,105202
0,99,15,243411,523081
0,83,275,244609,615468
0,12,254,888412,107894
0,55,231,845052,350900
1,5,110,961067,50574
0,98,111,280069,631356
1,53,17,657559,9349
0,59,171,5312,335517
0,72,293,849495,560661
1,94,231,667853,312978
1,91,220,783927,677988
1,56,131,799350,66570
0,52,257,106737,895601
0,99,245,798573,184138
1,83,157,613050,224375
0,79,2,3101,765865
0,12,258,356989,584091
0,24,245,512944,826392
1,14,66,606782,206734
1,66,123,23233,594418
0,76,189,758297,607376
0,33,189,240637,451871
0,99,128,810032,698858
0,58,165,378610,122190
0,54,1,656520,737080
1,34,149,288472,764629
1,2,152,557824,385494
0,90,111,279635,776112
0,52,90,991043,440334
0,2,281,204725,213013
1,97,293,823994,839598
0,100,78,307902,879270
0,44,4,909035,258678
0,21,67,262091,240953
0,93,286,550141,621615
0,25,30,704064,782248
0,42,83,902273,99034
0,8,37,263479,619838
1,0,284,370285,825758
0,68,159,268227,779922
0,61,163,600133,406502
0,28,221,483936,602633
1,70,0,410052,81446
0,41,8,464032,152001
1,60,229,834252,369582
1,53,182,95109,439596
0,59,180,895005,417964
0,5,187,80340,2906
0,32,241,193926,353487
1,73,210,968714,33531
1,74,112,67588,77264
1,9,85,473129,438675
1,2,245,83772,77566
0,31,56,565733,402245
0,26,131,934132,65966
0,75,243,745851,309044
0,52,117,902881,172202
1,22,119,451866,64862
1,81,239,71981,980758
1,40,299,416708,868978
1,11,13,881807,828991
1,78,79,552580,475373
0,7,3,627288,885928
1,50,157,2316,332766
1,50,96,834607,7141
1,59,153,60009,381439
0,75,166,394215,701121
1,30,237,293585,415838
1,77,141,216837,271148
0,59,172,96574,39750
0,88,0,335692,948968
0,87,189,515712,880976
0,51,84,764589,541789
1,98,100,633967,30023
1,48,259,498083,478643
0,94,58,976712,664905
0,12,51,762534,257246
1,21,228,279064,686213
1,83,268,730781,662267
1,33,196,777189,468398
1,99,66,664244,472962
0,57,1,626764,527122
0,61,12,25500,38352
1,63,184,294465,754275
0,87,265,237097,408575
1,53,98,47291,95600
1,43,115,335318,334930
1,34,23,1261,886044
1,53,173,450432,222367
1,8,289,778927,311763
0,25,51,393966,527274
0,55,130,774477,784703
0,53,246,863229,969824
1,19,232,648679,914078
1,69,108,219744,669740
0,51,188,330485,188646
1,53,62,753531,787546
1,28,241,49768,504388
0,10,291,330944,234911
0,73,300,917238,656491
0,10,176,488114,789002
1,51,175,787728,758501
1,39,247,337771,513642
0,56,21,923609,883705
1,14,51,71152,717889
0,40,241,261891,414884
0,77,115,954115,639003
1,0,34,389458,178093
0,57,225,719581,623194
1,70,146,837831,516636
0,83,130,183300,954371
1,97,93,143515,23495
0,91,119,556885,657964
1,29,184,918880,136842
0,68,199,38669,773177
1,18,208,283911,800966
1,22,94,959777,493506
0,70,0,209172,435917
0,63,174,628606,377906
0,95,80,169172,6143
0,20,251,544675,939964
1,80,291,176082,717149
1,76,243,111346,609699
1,68,134,588317,49550
1,76,165,580689,690556
1,5,9,887588,982080
1,75,269,788341,913905
1,37,300,736504,369211
1,24,232,746344,392716
0,65,99,751734,390431
1,51,224,490919,169542
0,28,295,581235,998564
1,44,207,460880,919395
1,14,293,521609,901563
1,38,26,615892,290998
0,87,208,36435,841585
1,96,241,700343,689069
0,28,197,390328,247586
0,94,263,626085,733912
0,4,36,465640,579723
0,95,73,853884,643667
0,44,123,58973,247054
1,10,249,807853,428187
1,30,6,906292,786991
1,25,188,269451,404575
0,75,119,503000,754968
0,57,211,324673,330292
1,3,232,821300,988705
1,41,25,221507,172175
1,74,143,241530,312605
0,32,143,905418,379457
1,59,98,145366,251477
0,7,23,721273,949538
1,12,151,926211,40355
0,74,291,995191,179339
0,35,44,127444,449240
0,7,163,515893,472549
1,57,13,363380,432423
1,93,209,228094,11267
1,23,164,697075,453375
1,50,12,373766,204410
0,73,189,115851,902864
0,99,119,439033,516238
1,34,297,271374,460009
1,46,8,997883,669159
1,19,296,752240,585545
0,11,204,391804,745552
0,15,51,315047,325177
1,39,292,364134,156078
0,26,24,361758,269411
1,95,81,722776,73818
1,11,258,104587,201108
1,84,50,202773,130851
0,62,214,894588,841317
0,29,20,345136,498497
0,89,43,517947,918869
0,63,289,2751,293154
1,10,185,273571,864747
0,49,114,862597,605206
1,37,300,463292,454485
0,14,215,884991,214937
1,90,76,985383,821149
1,38,22,127295,603396
1,32,112,980619,759170
0,39,227,575533,603957
1,16,178,129987,662203
0,35,177,217610,737602
0,78,117,347023,520317
1,84,20,294836,962067
1,47,182,425092,573167
1,47,209,734571,760067
1,85,94,174049,580308
0,84,225,302275,385707
1,43,233,804518,752819
0,24,118,957717,863596
1,26,226,383462,365519
1,80,81,262216,411734
1,34,269,991981,909061
0,10,111,764071,772402
1,19,26,202086,789494
0,47,133,226012,220180
1,68,90,198345,761132
1,45,130,382658,498268
1,78,134,628353,248098
1,71,264,158816,630509
0,34,202,831248,721459
0,87,79,772922,873049
1,12,174,455565,712922
0,63,258,439823,541459
0,69,163,953357,819923
0,79,127,829445,371401
1,76,65,714926,312362
1,97,93,673786,325958
1,42,71,58025,685392
1,8,178,707248,58440
1,53,207,323788,184528
1,80,298,849782,150726
0,20,194,206131,513789
1,41,154,353499,120340
0,88,170,627007,481893
1,19,59,701951,422723
0,21,138,92666,213669
1,45,159,186491,811772
0,10,249,105518,942550
0,66,12,751136,2065
1,69,38,437207,488920
1,24,106,802216,610671
0,73,268,8077,573224
0,33,72,490373,643137
1,54,139,151296,70739
1,49,190,205417,521759
1,45,118,82482,873221
1,37,95,645453,340621
1,83,169,736033,529312
0,93,183,894145,788041
0,75,298,954731,707985
0,8,161,253891,63358
0,2,19,68656,872236
1,26,15,862613,275703
1,69,244,520971,355018
1,80,200,509349,625451
0,35,96,345572,889272
0,15,192,122577,688795
0,72,250,464299,386192
1,8,280,169650,250036
1,78,187,271690,605984
1,17,59,597548,179703
0,48,189,530725,220830
1,95,197,346761,423612
0,67,132,845867,80812
1,59,250,60488,230137
1,59,143,960353,135683
1,5,278,824415,208161
0,80,204,636170,417410
1,72,113,719335,7998
0,77,275,54080,317030
0,95,226,147210,790193
0,47,110,41908,792860
0,99,15,419911,477539
0,46,114,213008,31996
0,36,215,336327,184229
0,30,159,411069,375255
0,72,262,190711,690178
1,37,48,867325,479664
1,13,271,575918,633780
1,99,171,86686,184461
0,11,156,55925,206384
1,65,232,343978,591335
0,61,130,955311,732148
0,29,269,125437,700267
1,87,89,23881,333833
0,86,33,182696,855525
0,64,63,517021,992952
1,16,289,117775,803766
0,98,147,191644,499681
1,64,227,17309,114950
0,93,109,817215,126263
1,8,14,819936,220689
1,18,183,13112,236255
0,94,114,625184,349620
1,80,168,790006,705140
0,46,113,920634,887250
1,63,108,407071,193828
0,90,3,526464,998999
1,65,77,226859,121599
1,90,128,633724,20513
1,49,140,150608,992362
1,75,256,427024,47860
1,60,102,829408,669070
0,93,273,453530,668014
0,64,247,805513,151622
0,33,66,287822,9364
1,30,10,521422,584547
0,44,222,751969,357143
0,50,94,812887,729392
1,47,174,300799,25433
1,65,243,856612,598357
0,44,255,151596,853478
1,17,24,928822,527709
0,27,18,461608,19177
1,22,233,181663,563425
0,19,149,472857,801818
1,19,245,976,869129
0,68,77,592798,127894
0,31,187,534143,642436
0,71,80,357639,784673
0,19,100,156432,547285
0,18,216,63746,956281
0,85,84,639754,720464
0,51,118,906963,648123
1,82,259,803901,404822
1,32,69,800085,448965
0,71,205,65249,939540
0,89,73,160870,558457
0,92,265,119886,256724
1,39,289,214339,770199
0,52,16,690564,991525
0,71,255,489736,485546
0,77,86,121033,320935
0,76,2,895515,380145
1,5,286,349813,799757
1,53,173,621840,959674
0,24,208,249897,529981
0,54,3,936657,520803
1,12,35,763636,585819
0,97,30,264760,667396
0,50,264,126379,729932
1,61,37,623027,323116
1,68,269,414778,375674
0,95,8,297799,394726
0,49,107,467332,12527
0,29,264,117732,144518
1,27,8,462675,129600
0,69,163,588474,116825
1,68,211,767115,343192
1,42,142,812583,478490
1,52,256,643247,506670
0,98,235,983847,662010
0,66,285,816351,823294
1,48,68,160802,13123
1,60,107,227644,577109
0,35,150,159110,934408
1,55,208,302065,163725
1,76,188,518447,655658
1,70,37,363949,201945
0,88,48,196817,779614
0,15,296,500235,680532
1,99,69,584601,752191
0,36,111,36101,994523
0,3,132,650432,749251
0,21,80,867274,285199
1,39,158,981598,765347
0,62,55,701114,804137
0,99,193,704670,634068
1,75,206,201930,94562
1,19,30,214960,632814
1,72,33,626036,988123
1,37,218,177282,814700
1,75,124,140357,632180
1,100,295,649842,267780
0,24,46,53372,8192
0,77,224,863795,946954
1,43,150,31076,564181
1,50,106,927374,74339
1,18,275,182424,258010
0,20,208,792631,264980
1,64,86,102926,343065
1,10,82,926802,669571
0,62,240,321311,598246
0,70,207,897505,277232
1,5,240,566255,287077
1,36,13,4305,588412
0,100,202,600810,92047
0,100,163,802799,971196
0,88,175,460260,639638
0,51,86,14718,305783
0,52,116,266056,795822
1,53,22,246113,606966
1,45,189,701512,210951
1,81,205,809785,243643
0,9,84,859660,762431
0,37,74,536017,520427
1,67,294,618399,875728
1,7,180,794740,661419
1,46,138,901926,152305
1,55,233,843458,392492
1,59,16,145834,705037
1,21,107,422354,548216
1,98,252,561179,14151
0,58,35,293472,452086
1,77,269,82350,32636
0,40,70,744056,433662
1,89,275,978055,996724
0,97,47,148826,746580
0,84,86,150815,763202
0,68,144,574898,698000
1,17,114,224511,752845
1,30,64,690083,515242
1,45,292,638765,28835
1,76,215,313257,398014
1,47,150,1951,672650
1,10,193,65530,186602
0,75,211,480792,349681
1,67,65,6558,857970
1,21,257,566655,519964
1,49,105,47046,761460
1,93,224,829719,63724
0,72,205,159608,825996
0,46,81,618865,219978
1,85,15,12653,259945
0,32,5,451300,741594
0,7,120,26481,838726
0,37,131,317456,876631
0,17,273,737283,988095
0,95,250,569725,12961
1,36,263,780843,63407
1,22,141,957958,503338
0,58,240,72270,142329
0,13,55,52981,635859
1,94,231,833138,639104
0,24,228,773098,204032
0,48,162,538822,210145
0,60,144,103182,558667
1,22,242,550619,101063
0,35,136,858017,379713
0,46,279,188223,858450
1,61,89,957046,325431
0,89,184,708831,20818
1,14,75,825809,744497
1,68,185,138793,111037
0,0,109,981864,83648
1,45,114,861405,9938
0,56,190,321553,63368
0,74,201,831544,819794
1,93,54,104513,403971
1,96,258,884451,293063
0,20,265,349883,60335
1,87,101,987385,564425
0,90,198,578620,12254
0,39,185,539485,60974
1,92,105,56867,843263
1,52,260,520238,577
1,11,285,337494,947926
0,30,60,346640,733339
1,96,253,613094,575152
1,21,260,303612,394021
1,56,222,236540,739238
0,18,202,880132,721508
1,39,169,213237,333553
1,17,164,91673,910273
0,39,34,688178,790874
1,58,113,553323,423622
1,95,99,358406,270628
0,56,215,748288,388390
0,21,77,285456,264916
0,28,107,183170,339885
1,13,125,106809,461697
0,7,184,133739,884542
1,60,66,385035,172461
0,85,124,78254,119038
1,57,187,970466,233936
0,58,15,465564,785794
0,83,117,853282,956243
1,75,237,911084,968215
1,3,114,870858,175307
1,96,55,925658,147748
0,9,244,40107,825252
0,95,178,357345,360050
1,49,251,272244,838703
0,54,288,869946,564642
1,63,67,465236,956915
1,63,173,715772,619525
1,73,229,282424,510362
0,64,160,679590,968125
0,50,300,969389,582532
0,96,88,951148,975318
1,87,62,725335,594237
0,34,236,923167,980098
0,81,51,434754,171936
0,20,202,722359,727515
0,0,207,755904,689245
0,80,109,916483,813111
0,79,229,771389,855860
1,30,162,24067,500959
1,40,91,653929,89000
0,37,275,408328,65204
1,10,268,125547,99328
0,88,123,148565,79483
0,18,162,184479,260006
0,63,139,859398,955649
1,14,295,443009,852204
0,19,35,924238,550712
0,16,274,661911,501601
0,66,242,974410,534524
1,29,107,873568,624031
0,94,209,331687,266267
0,52,33,826516,787079
1,39,31,79506,907996
0,14,199,97029,63301
1,64,66,908308,135052
1,87,94,449224,698490
0,36,139,162305,612821
1,72,168,20594,939718
1,20,55,913623,252816
0,67,269,107695,72670
0,36,279,550830,79630
1,86,84,419844,934153
0,46,142,329854,375907
1,93,215,43064,102602
1,3,65,287860,398149
1,36,97,275800,432222
1,33,194,234813,89713
1,50,96,576842,145372
0,74,173,785886,313
1,50,192,957809,91880
0,68,14,309752,560724
1,100,58,448878,857457
0,57,156,518467,815151
0,45,112,879672,721330
0,41,284,979366,521961
1,49,282,691980,139700
1,22,2,894255,850647
0,27,96,26358,93219
1,82,230,898154,543011
0,75,31,287553,225760
1,99,181,101042,52637
0,40,211,477058,856876
1,3,154,505657,356933
0,40,255,889650,14933
0,39,99,133739,175420
1,1,236,114235,744534
0,88,188,25870,866909
0,53,223,548912,486066
0,82,97,783628,129141
0,78,102,734341,771083
1,15,45,579780,445354
1,28,195,685475,518809
1,89,160,276784,349031
0,2,251,452570,205305
0,39,298,152342,401777
1,93,36,980783,291466
1,100,127,477708,144847
0,39,126,808430,798122
0,14,177,741760,870301
1,11,89,975332,805994
0,35,202,512804,35904
0,40,214,282930,976100
0,8,196,771122,402043
1,19,59,89468,264918
0,95,108,420028,798469
0,28,18,412649,943919
0,64,89,868984,500527
0,39,227,760899,617190
0,26,51,994895,968255
0,61,296,554934,680164
0,68,108,503105,779997
1,28,128,994842,233097
0,57,116,501711,595256
1,3,252,945882,161107
0,75,153,663331,50046
0,60,193,357923,126208
0,46,26,395133,716776
0,3,32,554630,402781
0,66,25,685327,140017
0,56,213,178327,806937
1,45,187,74226,504364
0,28,85,216248,826982
0,16,242,325260,811590
0,100,165,711375,189672
0,2,261,996528,104513
0,65,144,826572,758015
0,69,237,906372,659205
1,78,157,672012,528560
1,58,176,528739,495925
0,51,49,59886,410970
1,18,266,906075,371027
1,39,13,629548,997811
1,3,168,573441,152976
0,99,98,257596,502078
1,86,246,440311,651243
0,36,65,248272,518366
1,95,202,911754,966018
0,84,249,265606,356464
1,46,0,645398,592244
0,22,127,908102,245345
0,19,218,631611,227392
1,88,213,608342,14152
0,49,90,164521,333548
0,4,295,670242,964188
1,2,106,118656,393646
1,18,258,108610,560697
0,72,198,492673,843424
1,9,278,104079,5305
0,30,170,748385,574190
1,47,197,334821,816369
0,77,176,23696,996627
1,93,263,313548,578220
1,42,10,920482,194074
1,47,257,181227,390986
1,34,0,308480,438814
0,86,250,902713,741662
1,71,292,531968,731958
0,93,208,57774,797543
0,9,25,317002,861220
1,23,206,535489,906272
1,77,254,205493,911097
0,17,275,400828,722868
1,80,71,317660,121871
0,38,269,805912,440611
0,63,237,886363,166122
1,37,258,257609,350747
0,34,53,78643,680397
0,98,234,476624,544652
1,50,42,156110,848194
1,23,203,107962,682564
0,82,276,115517,763582
0,54,114,600460,879969
1,23,193,362388,201895
1,86,232,25385,398064
0,85,216,45341,485627
1,73,162,668207,458509
0,48,145,463140,373019
1,63,170,929278,333963
1,45,142,873792,305736
0,6,222,315011,632049
1,40,162,946393,906937
1,64,259,810802,499383
0,88,156,262489,402704
1,86,29,833461,960160
1,63,16,53633,435336
0,82,212,375954,274821
0,25,76,134796,466646
0,55,181,163518,148826
0,93,10,111343,68945
1,37,267,608367,800554
1,5,147,520150,351756
0,82,259,588428,267937
1,56,224,925866,840388
0,64,287,261874,51372
1,31,296,652829,804220
0,87,216,964335,325968
0,30,82,837136,294779
0,77,245,908829,445352
1,56,292,271149,437644
0,78,281,134337,479755
1,66,112,706173,501135
0,22,192,437286,388870
0,72,263,340642,530088
0,51,26,581543,326495
1,68,46,465167,80804
0,81,72,741078,213266
0,68,110,570253,670260
0,5,117,903831,953627
0,32,280,851634,649618
0,89,72,469601,478756
1,47,95,794421,941847
0,18,168,61106,603569
0,16,86,359390,808334
1,10,147,734960,179291
0,2,43,179798,6650
1,11,101,11169,946968
0,64,93,920524,829865
1,2,104,873524,76467
0,63,185,237624,603485
0,43,158,509938,662665
0,2,293,406544,124364
0,70,42,359497,585820
0,52,251,774645,970990
0,73,123,527504,119438
0,7,87,235690,728961
1,13,297,412917,114622
1,73,267,151192,652801
0,16,88,283889,550665
0,79,175,989217,851307
1,2,65,873348,902912
0,3,102,334254,324227
1,95,135,731574,59019
1,87,150,270692,729517
1,61,266,310236,575947
1,30,83,423443,297500
1,92,108,74554,798179
0,96,272,769550,552134
1,10,211,627065,17557
1,51,149,621951,871672
0,25,159,313744,954345
1,95,284,336218,382358
0,59,284,442923,716680
1,11,52,254670,914086
0,45,222,39959,546674
1,54,4,826548,362492
1,86,247,800336,274485
1,45,288,249844,94623
1,94,180,716807,397209
1,84,162,485046,710777
0,61,78,637844,320131
1,42,286,42599,297407
0,24,48,619000,524408
0,10,295,620156,931748
0,59,269,716689,795395
1,79,285,404069,683633
0,56,28,966987,93510
1,80,295,368937,349635
1,27,96,104783,157153
0,26,8,54393,912649
1,65,210,47466,624252
0,78,283,948966,473206
0,60,206,558254,235529
1,99,238,486735,781982
1,35,113,287665,563835
0,25,241,980449,217921
1,72,231,854898,675938
1,62,173,740535,102504
1,23,79,306268,386517
0,11,126,428067,475143
0,75,205,267067,832272
1,91,92,33275,533102
0,12,167,166953,460440
1,87,135,176406,17110
1,60,279,687348,969070
0,74,161,858890,475957
0,56,219,218048,369531
1,78,4,921585,494068
1,35,225,449950,674326
0,95,48,262560,995358
0,33,65,101195,826159
1,10,166,886260,95447
0,24,38,54064,845622
1,67,10,250054,651733
0,7,179,135178,350020
0,2,35,28087,916911
0,84,6,393431,807939
1,54,194,44850,708476
0,28,112,362151,127909
0,20,115,46427,532990
1,81,288,285112,891465
0,22,139,528076,446414
0,24,30,384594,591615
0,59,275,126153,307028
1,57,60,515900,590917
1,31,91,941031,203331
1,17,31,776127,377718
1,95,281,292153,576372
0,54,153,393461,29895
0,26,108,830886,491038
0,4,238,473639,80284
1,33,149,348737,915329
0,3,156,501452,860741
0,85,298,184172,974383
0,50,216,151885,283923
1,67,203,470308,615020
0,62,210,948240,910975
0,40,59,908969,116408
0,47,12,768084,690468
0,26,274,573906,974536
0,63,12,142862,183674
0,44,120,156463,214445
1,9,189,805384,169471
1,12,141,107896,955806
1,39,148,425183,599003
1,67,83,212647,439794
1,9,78,624639,254402
0,91,55,336668,905561
0,59,84,670046,661190
1,21,21,25992,307781
0,52,280,148693,227556
1,19,253,734906,863438
0,83,77,547382,814050
0,53,211,507534,912755
1,2,183,836216,441460
0,78,204,851364,300156
1,10,226,764125,80696
0,2,165,37148,597380
1,80,19,285307,475288
1,37,237,723657,909906
1,73,203,891558,815352
1,49,78,729514,554052
0,100,15,332485,529185
1,61,272,591479,320139
1,28,28,674275,593127
1,93,187,271385,421463
0,6,161,826684,268615
1,40,116,855100,818782
0,92,85,501156,57403
0,59,125,366388,709352
0,63,174,101988,527215
1,3,147,610703,408758
1,73,239,257092,206020
1,87,159,663383,764415
1,55,23,337833,421804
0,18,196,900004,230085
0,40,154,12753,279441
1,43,287,328626,43745
0,83,255,663284,536970
1,10,159,7629,68717
1,43,235,871037,853125
0,37,23,126317,842627
1,69,99,457561,713066
1,72,144,115106,737947
0,27,224,788581,680624
1,41,266,936884,715899
0,75,110,597747,388548
0,51,86,752367,863843
0,19,234,511706,429365
0,45,184,862053,493729
1,6,22,478800,765471
1,52,44,628909,781812
1,60,37,628836,917166
0,40,106,84697,391123
1,98,160,388388,64769
0,40,213,683673,242929
0,52,185,583474,616196
1,79,6,604668,155361
0,93,154,918044,680255
1,12,104,719917,788666
1,49,113,931269,701898
0,65,263,521635,852420
0,3,274,829643,391837
0,29,172,132830,682464
0,68,145,147759,760365
0,87,135,287526,136585
0,58,93,844314,826866
1,87,61,604287,691326
0,83,23,981174,630967
1,87,270,254268,920550
0,72,233,468432,256920
0,19,230,619162,268475
0,15,169,799879,269470
1,9,183,580730,235596
0,75,142,269537,922014
1,55,235,983839,313214
1,97,127,159491,801286
0,59,253,832716,289075
0,99,258,904742,39187
1,24,118,317448,940369
0,62,214,84995,377281
0,71,3,852073,14733
0,83,97,250720,167494
0,1,111,489607,812183
0,5,83,501276,327625
1,1,224,188546,6957
1,3,222,533174,120637
1,92,186,297119,731601
0,57,271,367377,118071
0,75,173,882824,198238
0,21,98,700353,109491
0,56,229,457428,462736
0,48,55,156729,328483
0,96,15,530882,313983
1,12,216,132628,542153
0,71,281,550248,189284
0,74,23,537357,519640
0,17,243,793239,139010
1,52,130,636877,55199
0,47,192,346009,601364
1,34,59,255328,217865
1,67,226,112033,754525
0,74,8,569946,627009
1,97,38,484600,292373
0,14,266,274637,753741
0,95,71,449638,863525
0,9,148,838841,424976
0,51,232,878667,874068
0,100,209,649339,686838
1,5,51,730476,519860
0,31,262,395218,421660
1,65,139,952456,224204
1,58,284,924931,90459
1,19,1,124126,257103
1,26,276,935457,96874
0,4,202,94448,172655
0,19,158,390828,453593
